instancia,metodo,tiempo,tamaño,costo,tipo_memoria,iteraciones,T
50,H-AGM,0.442516,50,1222,,,
50,H-AGM,0.40789,50,979,,,
50,H-AGM,0.321938,50,1521,,,
50,H-AGM,0.493362,50,1111,,,
50,H-AGM,0.404564,50,979,,,
50,H-AGM,0.447495,50,1417,,,
50,H-AGM,0.441073,50,995,,,
50,H-AGM,0.441714,50,1360,,,
50,H-AGM,0.442054,50,972,,,
50,H-AGM,0.441754,50,1294,,,
50,H-AGM,0.442285,50,912,,,
50,H-AGM,0.444289,50,1084,,,
50,H-AGM,0.447475,50,1164,,,
50,H-AGM,0.444629,50,1310,,,
50,H-AGM,0.401989,50,1076,,,
50,H-AGM,0.399364,50,1236,,,
50,H-AGM,0.443086,50,958,,,
50,H-AGM,0.444079,50,1065,,,
50,H-AGM,0.462363,50,1467,,,
50,H-AGM,0.403471,50,1301,,,
50,H-AGM,0.39714,50,1149,,,
50,H-AGM,0.523038,50,1297,,,
50,H-AGM,0.409012,50,973,,,
50,H-AGM,0.59884,50,1175,,,
50,H-AGM,0.447325,50,1473,,,
50,H-AGM,0.495906,50,880,,,
50,H-AGM,0.433027,50,1371,,,
50,H-AGM,0.478664,50,1088,,,
50,H-AGM,0.410204,50,1146,,,
50,H-AGM,0.443938,50,1320,,,
50,H-AGM,0.49796,50,1092,,,
50,H-AGM,0.800592,50,1381,,,
50,H-AGM,0.424722,50,889,,,
50,H-AGM,0.403462,50,852,,,
50,H-AGM,0.809137,50,1339,,,
50,H-AGM,0.446032,50,1078,,,
50,H-AGM,0.442165,50,1037,,,
50,H-AGM,0.403141,50,1296,,,
50,H-AGM,0.465058,50,927,,,
50,H-AGM,0.720861,50,882,,,
50,H-AGM,0.445201,50,949,,,
50,H-AGM,0.437346,50,1139,,,
50,H-AGM,0.442496,50,1146,,,
50,H-AGM,0.440963,50,1220,,,
50,H-AGM,0.450391,50,953,,,
50,H-AGM,0.511496,50,1212,,,
50,H-AGM,0.441303,50,1201,,,
50,H-AGM,0.477883,50,827,,,
50,H-AGM,0.442205,50,1408,,,
50,H-AGM,0.764403,50,817,,,
50,H-AGM,0.523218,50,1042,,,
50,H-AGM,0.453586,50,1256,,,
50,H-AGM,0.798527,50,1238,,,
50,H-AGM,0.445862,50,1029,,,
50,H-AGM,0.532736,50,1035,,,
50,H-AGM,0.443918,50,995,,,
50,H-AGM,0.480537,50,1024,,,
50,H-AGM,0.686876,50,884,,,
50,H-AGM,0.808045,50,1291,,,
50,H-AGM,0.470569,50,1059,,,
50,H-AGM,0.481078,50,1018,,,
